qc_code,Id,LotFrontage,LotArea,BldgType,FullBath,HalfBath,TotRmsAbvGrd,YearBuilt,TotalBsmtSF,BedroomAbvGr,Heating,CentralAir,GrLivArea,PoolArea,YrSold,SalePrice,Qual,Cond,Age
4121950,train_7683,70,10570,1Fam,1,0,6,2003,1144,3,GasA,Y,1501,0,2006,135724.41374684,5B,7B,3
4121950,train_8506,60,5400,1Fam,2,0,6,2003,1086,3,GasA,Y,1680,0,2010,156540.827140286,5B,7B,7
4121950,train_9050,30,7200,1Fam,3,1,6,2003,1470,0,GasA,Y,2134,0,2006,201230.120152018,5B,7B,3
4121950,train_9328,,15611,Twnhs,1,0,6,2003,816,1,GasA,Y,1836,0,2009,156250.70572954,5B,7B,6
4121950,test_481,83,12615,1Fam,3,0,5,2003,1626,3,GasA,Y,1961,0,2007,,5B,7B,4
4121950,test_1754,50,7420,1Fam,2,0,6,2003,972,3,GasA,Y,2978,0,2008,,5B,7B,5
4121950,test_2177,34,11316,1Fam,1,0,5,2003,1406,3,GasA,Y,4676,0,2009,,5B,7B,6
4121950,test_2748,50,10410,1Fam,3,1,7,2003,918,3,GasA,Y,3608,0,2008,,5B,7B,5
4121950,train_132,105,4274,TwnhsE,1,0,7,2004,1561,3,GasA,Y,925,0,2007,166617.371941424,5B,7B,3
4121950,train_445,60,7875,1Fam,1,0,5,2004,924,3,GasA,Y,2234,0,2006,163218.460675582,5B,7B,2
4121950,train_1579,85,8450,1Fam,1,0,7,2004,940,5,GasA,Y,1224,0,2008,153241.065314811,5B,7B,4
4121950,train_2587,60,28698,1Fam,1,1,4,2004,1040,3,GasA,Y,1291,0,2008,150406.718446341,5B,7B,4
4121950,train_2909,,1869,1Fam,2,0,6,2004,832,3,GasA,Y,1820,0,2007,164812.866949904,5B,7B,3
4121950,train_3930,,10106,1Fam,1,0,6,2004,1240,3,GasA,Y,1576,0,2009,167414.775370767,5B,7B,5
4121950,train_5092,40,13682,TwnhsE,1,0,7,2004,1156,2,GasA,Y,894,0,2006,158613.538401936,5B,7B,2
4121950,train_5543,75,8755,1Fam,1,1,6,2004,1030,3,GasA,Y,1350,0,2010,187148.961437952,5B,7B,6
4121950,train_5640,72,11250,1Fam,2,1,5,2004,1649,3,GasA,Y,988,0,2008,188748.315644712,5B,7B,4
4121950,train_5877,78,8430,1Fam,1,0,6,2004,649,4,GasA,Y,1200,0,2008,155479.786479137,5B,7B,4
4121950,train_5878,64,9142,1Fam,1,1,7,2004,1056,2,GasA,Y,2127,0,2008,169237.757227074,5B,7B,4
4121950,train_5951,,7630,Duplex,1,1,12,2004,1930,3,GasA,Y,1180,0,2007,189984.666893494,5B,7B,3
4121950,train_6637,50,13682,2fmCon,1,0,6,2004,918,3,GasA,Y,1224,0,2006,181527.276203513,5B,7B,2
4121950,train_8272,58,8400,1Fam,2,0,5,2004,963,3,GasA,Y,864,0,2006,139008.157765442,5B,7B,2
4121950,train_8961,32,8100,1Fam,1,0,8,2004,588,3,GasA,Y,2274,0,2007,153212.789450867,5B,7B,3
4121950,train_9292,,11428,1Fam,2,0,4,2004,1056,4,GasA,Y,2080,0,2008,193949.979630223,5B,7B,4
4121950,train_9688,75,8500,1Fam,1,1,5,2004,912,3,GasA,Y,1414,0,2010,161892.222760484,5B,7B,6
4121950,test_138,90,10634,1Fam,1,0,5,2004,1436,3,GasA,Y,2008,0,2010,,5B,7B,6
4121950,test_824,74,10356,Twnhs,1,0,6,2004,756,2,GasA,Y,1445,0,2008,,5B,7B,4
4121950,test_971,,13837,1Fam,2,1,6,2004,728,3,GasA,Y,1387,0,2006,,5B,7B,2
4121950,test_1624,87,21535,1Fam,2,0,8,2004,894,4,GasA,Y,894,0,2006,,5B,7B,2
4121950,test_1923,60,8521,1Fam,1,1,8,2004,1162,4,GasA,Y,520,0,2009,,5B,7B,5
4121950,test_3506,,8123,1Fam,1,0,6,2004,1257,4,GasA,Y,1743,0,2007,,5B,7B,3
4121950,train_133,94,7200,1Fam,2,1,7,2005,1142,2,GasA,Y,1717,0,2007,216452.694618793,5B,7B,2
4121950,train_800,79,15426,1Fam,1,0,8,2005,1262,4,GasA,Y,2624,0,2006,243761.881152522,5B,7B,1
4121950,train_1423,,14006,1Fam,2,0,6,2005,264,4,GasA,Y,848,0,2009,123235.346677453,5B,7B,4
4121950,train_1598,,3922,1Fam,2,0,8,2005,978,2,GasA,Y,1620,0,2010,156503.83515056,5B,7B,5
4121950,train_1797,58,21535,1Fam,1,0,5,2005,462,2,GasA,Y,1718,0,2006,202575.203782151,5B,7B,1
4121950,train_2405,68,11248,1Fam,2,0,7,2005,1276,4,GasA,N,1248,0,2010,154652.311181917,5B,7B,5
4121950,train_2620,,11443,2fmCon,1,1,6,2005,1324,2,GasA,Y,1431,0,2010,184675.686431497,5B,7B,5
4121950,train_3644,114,8068,1Fam,2,0,8,2005,1682,3,GasA,N,1344,0,2008,195012.792461136,5B,7B,3
4121950,train_4141,80,8246,Twnhs,2,0,4,2005,1104,3,GasA,N,1314,0,2009,159627.375039569,5B,7B,4
4121950,train_4881,72,7851,1Fam,2,1,7,2005,630,3,GasA,Y,1080,0,2007,163119.778647395,5B,7B,2
4121950,train_5290,70,9018,1Fam,1,1,5,2005,928,3,GasA,Y,1217,0,2006,139873.582095645,5B,7B,1
4121950,train_5310,,12220,1Fam,1,0,8,2005,1610,3,GasA,Y,960,0,2008,178434.184601561,5B,7B,3
4121950,train_5711,57,9675,1Fam,1,1,6,2005,1088,3,GasA,Y,2727,0,2007,196980.623653651,5B,7B,2
4121950,train_6883,,14191,Twnhs,2,0,6,2005,770,3,GasA,Y,2217,0,2009,202861.150601645,5B,7B,4
4121950,train_7123,95,14536,1Fam,2,1,6,2005,1461,3,GasA,Y,1644,0,2006,182603.295853573,5B,7B,1
4121950,train_8750,65,7800,1Fam,1,0,4,2005,1391,3,GasA,N,1978,0,2008,175137.719239114,5B,7B,3
4121950,train_9076,50,12003,1Fam,2,1,6,2005,1002,2,GasA,Y,1048,0,2009,154446.713116018,5B,7B,4
4121950,train_9533,50,13159,1Fam,1,0,6,2005,1099,3,GasA,Y,2028,0,2007,187714.796825687,5B,7B,2
4121950,test_818,100,7000,1Fam,2,0,7,2005,1626,4,GasA,Y,965,0,2009,,5B,7B,4
4121950,test_1835,78,8250,1Fam,2,1,6,2005,939,2,GasA,Y,864,0,2007,,5B,7B,2
4121950,test_3531,,12416,TwnhsE,1,0,7,2005,1468,2,GasA,Y,2224,0,2009,,5B,7B,4
4121950,test_4051,,9250,1Fam,2,1,5,2005,660,3,GasW,Y,1478,0,2009,,5B,7B,4
4121950,test_4821,60,12968,1Fam,2,0,5,2005,747,2,GasA,Y,1302,0,2007,,5B,7B,2
4121950,test_4824,60,8248,1Fam,0,0,7,2005,1792,3,GasA,Y,882,0,2007,,5B,7B,2
4121950,test_4891,90,10900,1Fam,2,1,9,2005,870,2,GasA,Y,1604,0,2006,,5B,7B,1
4121950,train_106,85,11616,1Fam,1,0,6,2006,1616,2,GasA,Y,1797,0,2009,214317.474130988,5B,7B,3
4121950,train_1036,80,3182,1Fam,2,0,7,2006,1202,3,GasA,Y,1092,0,2007,134513.749320776,5B,7B,1
4121950,train_1853,130,7819,1Fam,2,0,6,2006,798,3,GasA,Y,980,0,2006,116078.000759496,5B,7B,0
4121950,train_2070,78,10603,1Fam,1,0,7,2006,2330,4,GasA,Y,1826,0,2009,206845.214965992,5B,7B,3
4121950,train_2126,51,1491,1Fam,1,1,7,2006,673,3,GasA,Y,1199,0,2007,118454.359551975,5B,7B,1
4121950,train_2735,70,10839,1Fam,2,1,6,2006,912,2,GasA,Y,981,0,2009,130706.356441898,5B,7B,3
4121950,train_4592,68,11075,1Fam,2,1,5,2006,1134,4,GasA,Y,2046,0,2009,207024.833392935,5B,7B,3
4121950,train_4644,75,10355,1Fam,2,0,7,2006,912,3,GasA,Y,2392,0,2007,162235.363586027,5B,7B,1
4121950,train_5373,92,7844,TwnhsE,1,0,5,2006,650,3,GasA,Y,1496,0,2006,171852.845225367,5B,7B,0
4121950,train_6313,81,13000,1Fam,1,1,6,2006,440,2,GasA,Y,1235,0,2008,130959.664158632,5B,7B,2
4121950,train_7007,105,8462,1Fam,2,0,6,2006,876,3,GasA,Y,1602,0,2009,143807.470286134,5B,7B,3
4121950,train_7327,54,8530,1Fam,1,1,6,2006,611,2,GasA,Y,1486,0,2010,190371.789635464,5B,7B,4
4121950,train_7853,84,12968,1Fam,2,1,5,2006,1144,3,Grav,N,2084,0,2009,176511.115216699,5B,7B,3
4121950,train_7863,40,7500,TwnhsE,2,0,5,2006,744,3,GasA,Y,1102,0,2007,167238.952398588,5B,7B,1
4121950,train_7991,,10240,TwnhsE,1,1,8,2006,1498,3,GasA,Y,1774,0,2006,181299.499837598,5B,7B,0
4121950,train_8100,70,7861,TwnhsE,2,1,7,2006,1041,1,GasA,N,1148,0,2008,145923.751671122,5B,7B,2
4121950,train_8603,60,2308,1Fam,1,1,9,2006,506,3,GasA,Y,1595,0,2007,160427.04195907,5B,7B,1
4121950,train_8880,80,6000,1Fam,2,0,4,2006,596,2,GasA,Y,1869,0,2008,208608.585131726,5B,7B,2
4121950,train_9694,85,10594,1Fam,1,0,7,2006,1163,1,GasA,Y,1144,0,2006,157402.199871458,5B,7B,0
4121950,train_9775,57,9022,1Fam,1,0,7,2006,799,3,GasA,Y,3608,0,2006,215830.314823921,5B,7B,0
4121950,test_73,105,4426,1Fam,3,1,6,2006,793,3,GasA,Y,729,0,2009,,5B,7B,3
4121950,test_539,,7064,1Fam,2,0,6,2006,0,4,GasA,Y,1572,0,2007,,5B,7B,1
4121950,test_589,42,1680,1Fam,1,1,7,2006,1575,3,GasA,N,2332,0,2006,,5B,7B,0
4121950,test_810,116,10159,1Fam,1,0,8,2006,1477,1,GasA,Y,4316,0,2006,,5B,7B,0
4121950,test_890,122,25000,1Fam,2,0,7,2006,641,2,GasA,Y,1547,0,2009,,5B,7B,3
4121950,test_2256,75,7018,1Fam,1,0,4,2006,1136,3,GasA,Y,605,0,2009,,5B,7B,3
4121950,test_3601,65,16492,1Fam,2,0,7,2006,912,3,GasA,N,1824,0,2010,,5B,7B,4
4121950,test_4650,50,9100,Duplex,2,1,5,2006,1040,3,GasA,Y,1479,0,2009,,5B,7B,3
4121950,train_427,,4750,1Fam,2,0,6,2007,672,4,GasA,Y,1446,0,2009,201202.468749218,5B,7B,2
4121950,train_2082,75,11214,1Fam,2,1,9,2007,1073,1,GasA,Y,1135,0,2009,181216.914377731,5B,7B,2
4121950,train_2453,,7540,1Fam,2,0,6,2007,884,3,GasA,Y,904,0,2009,170709.082835984,5B,7B,2
4121950,train_4412,80,7658,1Fam,2,0,7,2007,702,3,GasA,Y,1144,0,2006,170998.439975461,5B,7B,-1
4121950,train_4556,24,14948,Twnhs,1,0,6,2007,658,3,GasA,Y,2183,0,2008,211117.735986682,5B,7B,1
4121950,train_6495,55,7560,1Fam,2,0,4,2007,927,3,Grav,Y,1102,0,2007,164919.483530309,5B,7B,0
4121950,train_6843,82,21453,1Fam,1,1,7,2007,715,1,GasA,Y,1720,0,2007,242247.452844632,5B,7B,0
4121950,train_8675,,7560,1Fam,2,0,8,2007,728,3,GasA,Y,848,0,2006,132458.570607235,5B,7B,-1
4121950,test_559,50,8777,Duplex,1,1,8,2007,676,4,GasA,Y,3279,0,2009,,5B,7B,2
4121950,test_639,51,8402,Twnhs,2,1,8,2007,1800,3,GasA,Y,988,0,2007,,5B,7B,0
4121950,test_1763,80,7535,TwnhsE,1,0,5,2007,853,3,GasA,Y,1110,0,2007,,5B,7B,0
4121950,test_4112,,4500,1Fam,1,1,6,2007,780,3,GasA,Y,1234,0,2009,,5B,7B,2
4121950,test_4164,51,3000,1Fam,2,0,7,2007,1057,3,GasA,Y,754,0,2008,,5B,7B,1
4121950,test_4169,60,12552,1Fam,1,0,4,2007,894,2,GasA,N,1713,0,2007,,5B,7B,0
4121950,train_776,,11553,Twnhs,2,0,8,2008,1698,3,GasA,Y,1743,0,2009,206532.564539423,5B,7B,1
4121950,train_3419,80,11096,TwnhsE,2,0,6,2008,1488,2,GasA,Y,1053,0,2008,191211.004178471,5B,7B,0
4121950,train_3646,75,11885,1Fam,0,0,6,2008,636,3,GasA,Y,999,0,2009,189213.055896842,5B,7B,1
4121950,train_3893,78,6000,1Fam,1,1,4,2008,1050,3,GasA,Y,2730,0,2006,236781.475618611,5B,7B,-2
4121950,train_7331,80,7943,1Fam,1,0,7,2008,270,3,GasW,Y,1850,0,2008,204944.82463383,5B,7B,0
4121950,train_9793,79,13682,1Fam,1,1,5,2008,1575,4,GasA,Y,1679,0,2008,251342.559462604,5B,7B,0
4121950,test_230,110,9158,1Fam,2,1,6,2008,1020,4,GasA,Y,854,0,2007,,5B,7B,-1
4121950,test_287,,32668,1Fam,2,0,8,2008,856,2,GasA,Y,884,0,2006,,5B,7B,-2
4121950,test_2153,65,7446,1Fam,3,1,6,2008,0,3,GasA,Y,886,0,2008,,5B,7B,0
4121950,train_1214,57,7015,Duplex,1,0,7,2009,816,3,GasA,Y,972,0,2007,158009.625118244,5B,7B,-2
4121950,train_1521,84,9590,1Fam,1,0,7,2009,832,3,GasW,N,2473,0,2008,180947.710568833,5B,7B,-1
4121950,train_2757,104,7930,1Fam,1,0,7,2009,1095,3,GasA,Y,1393,0,2007,166062.702756481,5B,7B,-2
4121950,train_4577,115,9000,1Fam,2,1,6,2009,1040,4,GasA,Y,1801,0,2007,188367.233316916,5B,7B,-2
4121950,train_6709,60,7000,TwnhsE,2,1,7,2009,528,2,GasA,Y,1284,0,2010,166082.526655973,5B,7B,1
4121950,train_7030,66,6762,1Fam,2,0,4,2009,1086,3,GasA,Y,1077,0,2009,159657.331779027,5B,7B,0
4121950,test_2959,60,7200,1Fam,2,0,8,2009,728,4,GasA,Y,1220,0,2009,,5B,7B,0
4121950,test_3452,64,4438,1Fam,1,1,6,2009,900,2,GasA,Y,980,0,2006,,5B,7B,-3
4121950,train_1567,60,1680,1Fam,1,1,6,2010,864,3,GasA,Y,1960,0,2006,200010.843821389,5B,7B,-4
4312288,train_4043,24,15576,1Fam,2,0,10,1915,1090,1,GasA,Y,882,0,2008,162099.562675949,7B,2A,93
4312288,train_65,52,3000,1Fam,1,1,7,1916,520,2,GasA,Y,2291,0,2008,198487.651741678,7B,2A,92
4312288,train_4746,63,13860,1Fam,2,1,7,1931,1686,3,GasA,Y,1184,0,2008,187010.098314973,7B,2A,77
4312288,train_3955,60,10355,TwnhsE,1,1,5,1942,0,3,GasA,Y,1635,0,2009,112896.081890488,7B,2A,67
4312288,train_6936,,3378,1Fam,1,1,4,1948,1040,4,GasA,Y,2097,0,2007,156157.347583333,7B,2A,59
4312288,test_518,80,7711,1Fam,2,0,4,1957,3138,2,GasA,Y,1665,0,2006,,7B,2A,49
4312288,test_4615,,10900,1Fam,1,1,6,1962,624,3,GasA,Y,899,0,2009,,7B,2A,47
4312288,train_9216,60,9020,1Fam,2,0,5,1972,1478,3,GasA,Y,1717,0,2007,153346.789565532,7B,2A,35
4312288,train_1786,50,10084,1Fam,1,0,6,1976,1080,3,GasA,Y,912,0,2010,140857.005218713,7B,2A,34
4312288,test_4280,88,12137,1Fam,1,1,7,1976,1478,8,GasA,Y,1056,0,2008,,7B,2A,32
4312288,train_1663,60,8544,1Fam,1,1,7,1980,2392,3,GasA,Y,1086,0,2007,205406.470782602,7B,2A,27
4312288,train_7711,,9066,1Fam,2,1,7,1987,799,3,GasA,Y,792,0,2008,163343.274789353,7B,2A,21
4312288,train_488,78,6970,1Fam,2,0,4,1993,1184,3,GasA,Y,1468,0,2009,201278.758518449,7B,2A,16
4312288,train_9934,100,10800,1Fam,1,0,6,2000,1484,4,GasA,Y,1194,0,2009,190535.913625711,7B,2A,9
4312288,train_7500,60,12822,1Fam,1,0,8,2003,1686,4,GasA,Y,1776,0,2009,242991.360642187,7B,2A,6
4312288,train_5978,66,8244,1Fam,2,1,6,2005,485,3,GasA,Y,1056,0,2007,142237.084507389,7B,2A,2
4312288,test_3892,83,4500,1Fam,2,1,7,2005,1200,3,GasA,Y,1652,0,2008,,7B,2A,3
4312288,train_2815,60,8244,1Fam,1,1,6,2007,768,3,GasA,Y,2274,0,2006,201924.817127962,7B,2A,-1
5082142,train_2052,96,6380,TwnhsE,1,0,6,1900,840,4,GasA,Y,1200,0,2008,79073.4870529167,4B,7B,108
5082142,train_1474,88,8450,1Fam,3,0,5,1910,616,3,GasA,Y,1505,0,2009,142541.974041567,4B,7B,99
5082142,train_2719,58,6000,1Fam,1,1,7,1910,882,2,GasA,Y,1616,0,2009,143918.264962043,4B,7B,99
5082142,train_8401,84,10500,1Fam,2,0,5,1910,1297,1,GasA,Y,1294,0,2008,89862.9377589502,4B,7B,98
5082142,test_3201,,11248,1Fam,2,1,6,1910,967,3,GasA,Y,1362,0,2007,,4B,7B,97
5082142,test_39,75,5925,1Fam,1,0,8,1915,1225,3,GasA,Y,2240,0,2010,,4B,7B,95
5082142,train_1180,76,10300,TwnhsE,1,0,10,1920,1256,4,GasA,Y,1440,0,2008,116539.216798357,4B,7B,88
5082142,train_1946,65,7420,1Fam,2,0,7,1920,918,3,GasA,N,2013,0,2009,165079.715249942,4B,7B,89
5082142,train_4849,68,13695,Twnhs,1,0,7,1920,1340,4,GasA,Y,958,0,2007,111839.369998531,4B,7B,87
5082142,train_7965,,9142,1Fam,2,1,5,1920,1164,3,GasA,Y,1116,0,2006,98269.679272549,4B,7B,86
5082142,train_3436,60,6402,1Fam,1,0,7,1921,1080,3,GasA,Y,2515,0,2008,139097.31579156,4B,7B,87
5082142,train_5569,71,6155,1Fam,1,1,8,1921,864,3,Wall,Y,858,0,2010,99912.7674234086,4B,7B,89
5082142,train_6438,60,8123,1Fam,1,1,8,1921,1249,3,GasA,Y,1641,0,2007,135619.130123925,4B,7B,86
5082142,test_13,75,10207,1Fam,1,0,4,1921,755,4,GasA,Y,952,0,2007,,4B,7B,86
5082142,train_1109,63,5100,1Fam,1,0,7,1923,572,3,GasA,Y,1728,0,2008,136376.457538015,4B,7B,85
5082142,train_8240,65,9100,1Fam,2,1,6,1924,1235,3,GasA,Y,1682,0,2007,178488.770737135,4B,7B,83
5082142,train_2096,,11841,1Fam,2,1,8,1925,876,5,GasA,Y,1208,0,2009,95702.9782009822,4B,7B,84
5082142,train_4035,63,4274,1Fam,1,0,6,1925,1383,3,GasA,Y,2138,0,2009,162700.463821128,4B,7B,84
5082142,train_5282,91,16659,TwnhsE,2,1,7,1925,1396,3,GasA,Y,1044,0,2006,124864.855738473,4B,7B,81
5082142,test_1327,79,6300,1Fam,1,0,7,1925,713,4,GasA,Y,1940,0,2010,,4B,7B,85
5082142,test_1620,44,14559,1Fam,2,0,6,1925,853,3,GasA,Y,1947,0,2006,,4B,7B,81
5082142,test_3161,40,5684,1Fam,1,0,7,1927,650,2,GasA,Y,1674,0,2009,,4B,7B,82
5082142,train_347,,10420,TwnhsE,1,1,8,1934,894,5,GasA,Y,1224,0,2007,146396.890418447,4B,7B,73
5082142,train_4773,,11616,1Fam,2,1,5,1936,715,3,GasA,Y,1302,0,2006,148839.160143613,4B,7B,70
5082142,train_6394,,2308,1Fam,1,0,6,1936,1501,2,GasA,Y,1464,0,2010,118480.609236459,4B,7B,74
5082142,test_4252,50,11838,TwnhsE,2,0,6,1937,1370,4,GasA,Y,1113,0,2006,,4B,7B,69
5082142,train_4102,41,9549,1Fam,1,0,10,1940,1728,3,GasA,Y,1328,0,2010,160132.195502013,4B,7B,70
5082142,test_3364,,11333,1Fam,3,0,5,1940,1430,3,GasA,Y,1368,0,2009,,4B,7B,69
5082142,train_3545,67,1890,1Fam,2,0,7,1941,660,3,GasA,Y,1200,0,2009,76303.0245885262,4B,7B,68
5082142,test_1486,50,10335,1Fam,1,1,5,1941,1572,2,GasA,N,1646,0,2009,,4B,7B,68
5082142,train_1749,60,7200,1Fam,3,1,8,1945,576,3,GasA,Y,912,0,2008,98586.5148739634,4B,7B,63
5082142,train_3066,79,10320,1Fam,1,0,7,1945,880,3,GasA,Y,1268,0,2007,106008.826917017,4B,7B,62
5082142,train_7174,80,12220,Duplex,2,1,7,1945,1368,4,GasA,Y,825,0,2007,130625.340690891,4B,7B,62
5082142,train_1116,77,14585,1Fam,1,1,4,1946,720,2,GasA,Y,1176,0,2007,132992.840085611,4B,7B,61
5082142,test_2319,40,12011,1Fam,2,1,8,1946,1277,1,GasA,Y,1416,0,2007,,4B,7B,61
5082142,train_3007,98,12800,1Fam,3,1,5,1948,1800,3,GasA,Y,1092,0,2008,181145.609318275,4B,7B,60
5082142,train_7082,90,6970,1Fam,1,0,5,1948,710,2,GasA,Y,2097,0,2010,175447.050971832,4B,7B,62
5082142,train_8386,85,8314,1Fam,2,0,7,1950,864,2,GasA,Y,1306,0,2009,128710.936804119,4B,7B,59
5082142,test_257,92,8125,1Fam,2,1,7,1950,808,2,GasA,Y,1928,0,2007,,4B,7B,57
5082142,test_3790,85,3196,1Fam,2,0,6,1950,2000,4,GasA,Y,1709,0,2009,,4B,7B,59
5082142,test_1912,60,11999,Duplex,2,1,6,1951,1362,3,GasA,Y,1100,0,2009,,4B,7B,58
5082142,test_4170,85,12137,1Fam,2,0,10,1951,1314,3,GasA,Y,936,0,2007,,4B,7B,56
5082142,train_597,55,11606,TwnhsE,2,1,6,1952,1614,3,GasA,N,1411,0,2009,135196.658216899,4B,7B,57
5082142,train_1733,40,9200,1Fam,0,0,6,1952,1838,3,GasA,Y,848,0,2009,151740.82223443,4B,7B,57
5082142,train_2365,,15611,1Fam,1,0,9,1953,716,2,GasA,Y,1369,0,2007,128167.519079129,4B,7B,54
5082142,train_7480,97,10207,1Fam,2,1,9,1953,1440,4,GasA,Y,2060,0,2008,189513.412234425,4B,7B,55
5082142,test_4671,50,11216,1Fam,1,0,7,1953,630,4,GasA,Y,1134,0,2010,,4B,7B,57
5082142,train_2597,52,10480,1Fam,2,1,6,1954,848,3,GasA,Y,1500,0,2006,129313.31500668,4B,7B,52
5082142,train_9698,50,10011,1Fam,2,0,5,1954,1383,4,GasA,Y,988,0,2007,144311.606717689,4B,7B,53
5082142,test_2692,98,8450,1Fam,1,1,5,1955,968,3,GasA,Y,1040,0,2008,,4B,7B,53
5082142,test_3502,105,9017,1Fam,3,0,4,1955,1138,4,GasA,Y,1044,0,2007,,4B,7B,52
5082142,train_5652,75,11250,1Fam,1,0,6,1956,728,3,GasA,Y,2031,0,2008,167399.943392604,4B,7B,52
5082142,train_762,50,10142,1Fam,2,0,6,1957,780,2,GasA,Y,1709,0,2010,141870.750064594,4B,7B,53
5082142,train_948,85,8633,1Fam,2,0,6,1957,808,3,GasA,Y,1440,0,2007,96081.6892615435,4B,7B,50
5082142,train_2292,36,8640,1Fam,1,0,6,1957,918,3,GasA,Y,1362,0,2006,121207.576506985,4B,7B,49
5082142,train_6652,70,12203,1Fam,2,0,6,1957,1029,2,GasA,Y,958,0,2008,141831.12795851,4B,7B,51
5082142,train_152,66,9430,1Fam,2,0,6,1958,1768,3,GasA,Y,1416,0,2010,160914.43386698,4B,7B,52
5082142,train_9666,41,9101,1Fam,2,0,7,1958,1424,4,GasA,Y,2087,0,2009,194593.881649457,4B,7B,51
5082142,test_1400,90,8120,1Fam,2,0,4,1958,1142,3,GasA,Y,1728,0,2007,,4B,7B,49
5082142,test_1954,104,3010,1Fam,2,1,6,1959,938,3,GasA,Y,1320,0,2010,,4B,7B,51
5082142,test_4775,52,13518,1Fam,2,1,7,1959,744,3,GasA,Y,1603,0,2008,,4B,7B,49
5082142,train_7677,60,7438,1Fam,1,1,8,1960,672,3,GasA,Y,2022,0,2008,135202.302707033,4B,7B,48
5082142,train_5603,76,115149,1Fam,2,1,6,1961,918,3,GasA,Y,1400,0,2009,209232.052576311,4B,7B,48
5082142,train_2266,,9375,1Fam,2,1,5,1962,807,2,GasA,Y,1908,0,2007,155181.344160287,4B,7B,45
5082142,train_4689,,13517,1Fam,2,0,5,1965,892,3,GasA,Y,965,0,2008,153657.183346885,4B,7B,43
5082142,train_2015,70,8640,1Fam,1,0,9,1966,1210,3,GasA,Y,2113,0,2008,173822.086978095,4B,7B,42
5082142,train_8844,75,9554,1Fam,0,0,7,1966,1086,2,GasA,Y,2320,0,2009,176828.383104734,4B,7B,43
5082142,test_537,75,7200,1Fam,1,1,6,1966,923,2,GasA,Y,1121,0,2006,,4B,7B,40
5082142,train_8572,70,8750,1Fam,2,0,7,1967,840,3,GasA,Y,1382,0,2009,106516.784714801,4B,7B,42
5082142,train_9304,98,9416,1Fam,1,1,4,1967,822,4,GasA,Y,768,0,2006,146243.760214064,4B,7B,39
5082142,test_3000,75,10140,1Fam,2,0,7,1967,650,3,GasA,Y,1244,0,2008,,4B,7B,41
5082142,test_601,,11999,1Fam,2,0,6,1968,953,1,GasA,Y,1525,0,2010,,4B,7B,42
5082142,test_4722,84,11302,1Fam,1,0,7,1968,864,3,GasA,Y,1117,0,2006,,4B,7B,38
5082142,train_1156,51,10382,Twnhs,2,0,6,1970,0,3,GasA,Y,1869,0,2007,114904.96908081,4B,7B,37
5082142,train_6296,,10012,1Fam,2,1,7,1970,783,2,GasA,Y,1728,0,2008,178051.420491468,4B,7B,38
5082142,train_6371,21,9549,1Fam,2,1,7,1970,832,2,GasA,Y,2822,0,2008,171306.264866398,4B,7B,38
5082142,test_3261,75,7226,1Fam,1,0,8,1970,1057,3,GasA,Y,796,0,2009,,4B,7B,39
5082142,test_1803,75,9000,1Fam,1,0,5,1971,756,3,GasA,Y,1302,0,2008,,4B,7B,37
5082142,test_2239,,8880,1Fam,1,0,6,1971,1442,3,GasA,Y,1232,0,2007,,4B,7B,36
5082142,train_7162,44,7820,1Fam,2,0,5,1973,1314,2,GasA,Y,1225,0,2009,88789.4578155936,4B,7B,36
5082142,train_123,60,11645,1Fam,2,0,6,1976,1158,4,GasA,Y,1683,0,2009,181985.718049776,4B,7B,33
5082142,train_6021,121,9480,1Fam,1,0,7,1976,1484,4,GasA,Y,1535,0,2006,156862.821237761,4B,7B,30
5082142,train_9350,65,9938,1Fam,2,1,6,1976,864,3,GasA,Y,1509,0,2007,160389.078331573,4B,7B,31
5082142,train_718,82,7050,1Fam,1,1,7,1977,1200,1,GasA,Y,924,0,2007,141039.179693852,4B,7B,30
5082142,train_1619,,6371,1Fam,2,2,6,1977,1145,3,GasA,Y,2022,0,2008,191684.242596825,4B,7B,31
5082142,train_1646,68,12552,1Fam,2,1,5,1977,1617,2,GasA,Y,1301,0,2007,194649.510589408,4B,7B,30
5082142,train_4163,,9900,1Fam,1,0,8,1977,1522,3,GasA,Y,1742,0,2008,152715.466407016,4B,7B,31
5082142,test_261,74,8400,1Fam,2,0,6,1977,624,3,GasA,Y,1484,0,2009,,4B,7B,32
5082142,train_2869,65,15578,TwnhsE,2,1,10,1978,1390,2,GasA,Y,1414,0,2006,177541.838468531,4B,7B,28
5082142,train_6995,130,7861,1Fam,1,0,8,1978,1686,5,GasA,Y,1616,0,2006,147435.706073016,4B,7B,28
5082142,train_64,67,16659,TwnhsE,2,1,7,1979,1008,2,GasA,Y,1683,0,2006,144995.725688546,4B,7B,27
5082142,train_3577,48,10659,1Fam,1,0,7,1979,1777,4,GasA,Y,1430,0,2006,167974.932787233,4B,7B,27
5082142,test_3336,,1680,1Fam,1,0,8,1979,1200,1,GasA,Y,1429,0,2007,,4B,7B,28
5082142,test_1959,,9250,TwnhsE,2,1,10,1981,1136,4,GasA,Y,2022,0,2007,,4B,7B,26
5082142,train_3360,88,4923,1Fam,2,0,7,1983,777,3,GasA,Y,1302,0,2009,151595.437161199,4B,7B,26
